SalesDate,Sales
2013-01-31,173240
2013-02-28,164283
2013-03-31,182688
2013-04-30,172444
2013-05-31,177040
2013-06-30,181060
2013-07-31,205168
2013-08-31,188847
2013-09-30,179836
2013-10-31,190058
2013-11-30,191353
2013-12-31,216849
2014-01-31,179118
2014-02-28,177033
2014-03-31,193161
2014-04-30,189255
2014-05-31,199698
2014-06-30,189319
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,204658
2015-02-28,184671
2015-03-31,220976
2015-04-30,208976
2015-05-31,206000
2015-06-30,219801
2015-07-31,239751
