SalesDate,Sales
2013-01-31,81893
2013-02-28,87138
2013-03-31,98924
2013-04-30,87925
2013-05-31,90516
2013-06-30,88393
2013-07-31,109766
2013-08-31,107317
2013-09-30,90401
2013-10-31,92935
2013-11-30,101230
2013-12-31,130806
2014-01-31,107099
2014-02-28,109070
2014-03-31,110171
2014-04-30,115497
2014-05-31,116691
2014-06-30,116232
2014-07-31,128098
2014-08-31,126632
2014-09-30,122892
2014-10-31,119833
2014-11-30,134847
2014-12-31,154893
2015-01-31,133902
2015-02-28,119878
2015-03-31,135376
2015-04-30,132962
2015-05-31,128256
2015-06-30,139671
2015-07-31,136558
