SalesDate,Sales
2013-01-31,211069
2013-02-28,208675
2013-03-31,243457
2013-04-30,219025
2013-05-31,220720
2013-06-30,216366
2013-07-31,249329
2013-08-31,228856
2013-09-30,210762
2013-10-31,217500
2013-11-30,228936
2013-12-31,293351
2014-01-31,229639
2014-02-28,216860
2014-03-31,229483
2014-04-30,220228
2014-05-31,216275
2014-06-30,222502
2014-07-31,239740
2014-08-31,233672
2014-09-30,237615
2014-10-31,230789
2014-11-30,238269
2014-12-31,306814
2015-01-31,244156
2015-02-28,224716
2015-03-31,266772
2015-04-30,245232
2015-05-31,236509
2015-06-30,267591
2015-07-31,258567
