SalesDate,Sales
2013-01-31,256606
2013-02-28,239635
2013-03-31,281550
2013-04-30,258538
2013-05-31,255451
2013-06-30,254348
2013-07-31,297302
2013-08-31,277351
2013-09-30,253494
2013-10-31,253620
2013-11-30,257571
2013-12-31,311592
2014-01-31,258491
2014-02-28,250042
2014-03-31,270064
2014-04-30,260241
2014-05-31,259482
2014-06-30,264158
2014-07-31,280888
2014-08-31,273868
2014-09-30,275385
2014-10-31,266414
2014-11-30,276097
2014-12-31,314159
2015-01-31,276510
2015-02-28,243531
2015-03-31,280401
2015-04-30,265890
2015-05-31,250314
2015-06-30,291939
2015-07-31,283830
