SalesDate,Sales
2013-01-31,128768
2013-02-28,122218
2013-03-31,141962
2013-04-30,136071
2013-05-31,127615
2013-06-30,126080
2013-07-31,152676
2013-08-31,138119
2013-09-30,127635
2013-10-31,131464
2013-11-30,138785
2013-12-31,153586
2014-01-31,134750
2014-02-28,125394
2014-03-31,130137
2014-04-30,136007
2014-05-31,130836
2014-06-30,131603
2014-07-31,145476
2014-08-31,121919
2014-09-30,131136
2014-10-31,133355
2014-11-30,140134
2014-12-31,153580
2015-01-31,137605
2015-02-28,116925
2015-03-31,139718
2015-04-30,134232
2015-05-31,118239
2015-06-30,129713
2015-07-31,139229
