SalesDate,Sales
2013-01-31,149030
2013-02-28,160127
2013-03-31,167499
2013-04-30,147939
2013-05-31,161615
2013-06-30,148485
2013-07-31,211984
2013-08-31,202964
2013-09-30,162173
2013-10-31,166179
2013-11-30,183898
2013-12-31,217352
2014-01-31,173627
2014-02-28,160407
2014-03-31,176693
2014-04-30,183409
2014-05-31,183356
2014-06-30,176530
2014-07-31,194839
2014-08-31,181483
2014-09-30,184612
2014-10-31,181041
2014-11-30,203727
2014-12-31,235348
2015-01-31,193145
2015-02-28,171020
2015-03-31,197294
2015-04-30,190612
2015-05-31,181962
2015-06-30,200603
2015-07-31,208069
