SalesDate,Sales
2013-01-31,111162
2013-02-28,104163
2013-03-31,119305
2013-04-30,114628
2013-05-31,115979
2013-06-30,114673
2013-07-31,136470
2013-08-31,111968
2013-09-30,105483
2013-10-31,118896
2013-11-30,117991
2013-12-31,125210
2014-01-31,113041
2014-02-28,108261
2014-03-31,116535
2014-04-30,115258
2014-05-31,120438
2014-06-30,114207
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,117643
2015-02-28,108343
2015-03-31,131059
2015-04-30,126428
2015-05-31,120161
2015-06-30,129368
2015-07-31,141316
