SalesDate,Sales
2013-01-31,322380
2013-02-28,293031
2013-03-31,375989
2013-04-30,335564
2013-05-31,323870
2013-06-30,318146
2013-07-31,360872
2013-08-31,333841
2013-09-30,302290
2013-10-31,327147
2013-11-30,342232
2013-12-31,397569
2014-01-31,293709
2014-02-28,282894
2014-03-31,301959
2014-04-30,321908
2014-05-31,305777
2014-06-30,291674
2014-07-31,337593
2014-08-31,368142
2014-09-30,422388
2014-10-31,400829
2014-11-30,315904
2014-12-31,384837
2015-01-31,300719
2015-02-28,260607
2015-03-31,313395
2015-04-30,308853
2015-05-31,293287
2015-06-30,321522
2015-07-31,315784
