SalesDate,Sales
2013-01-31,160406
2013-02-28,149509
2013-03-31,191101
2013-04-30,159624
2013-05-31,164688
2013-06-30,166316
2013-07-31,182145
2013-08-31,177824
2013-09-30,164825
2013-10-31,164893
2013-11-30,173426
2013-12-31,212025
2014-01-31,164868
2014-02-28,155078
2014-03-31,175502
2014-04-30,166348
2014-05-31,169107
2014-06-30,170904
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,171667
2015-02-28,152805
2015-03-31,182748
2015-04-30,168794
2015-05-31,157898
2015-06-30,173383
2015-07-31,170539
