SalesDate,Sales
2013-01-31,92737
2013-02-28,85085
2013-03-31,103700
2013-04-30,93415
2013-05-31,94741
2013-06-30,97908
2013-07-31,116019
2013-08-31,125217
2013-09-30,112490
2013-10-31,111058
2013-11-30,127849
2013-12-31,156465
2014-01-31,124327
2014-02-28,126725
2014-03-31,137747
2014-04-30,136385
2014-05-31,144887
2014-06-30,140103
2014-07-31,148588
2014-08-31,144197
2014-09-30,144369
2014-10-31,144547
2014-11-30,160424
2014-12-31,188101
2015-01-31,157565
2015-02-28,147585
2015-03-31,164046
2015-04-30,157865
2015-05-31,154539
2015-06-30,167519
2015-07-31,170071
