SalesDate,Sales
2013-01-31,99919
2013-02-28,95836
2013-03-31,107127
2013-04-30,106634
2013-05-31,102188
2013-06-30,96194
2013-07-31,123044
2013-08-31,101420
2013-09-30,96721
2013-10-31,106886
2013-11-30,101424
2013-12-31,122530
2014-01-31,109039
2014-02-28,97987
2014-03-31,106762
2014-04-30,108592
2014-05-31,105834
2014-06-30,103265
2014-07-31,110426
2014-08-31,97444
2014-09-30,104166
2014-10-31,109190
2014-11-30,104043
2014-12-31,112428
2015-01-31,100368
2015-02-28,94396
2015-03-31,107642
2015-04-30,107164
2015-05-31,96075
2015-06-30,111879
2015-07-31,108594
