SalesDate,Sales
2013-01-31,98999
2013-02-28,95572
2013-03-31,107686
2013-04-30,101808
2013-05-31,98238
2013-06-30,94929
2013-07-31,120968
2013-08-31,101431
2013-09-30,91294
2013-10-31,104002
2013-11-30,108901
2013-12-31,129672
2014-01-31,103222
2014-02-28,99637
2014-03-31,106037
2014-04-30,111072
2014-05-31,110782
2014-06-30,103245
2014-07-31,118194
2014-08-31,108913
2014-09-30,102509
2014-10-31,113915
2014-11-30,117236
2014-12-31,138769
2015-01-31,120254
2015-02-28,104326
2015-03-31,118491
2015-04-30,116820
2015-05-31,111226
2015-06-30,116036
2015-07-31,128403
