SalesDate,Sales
2013-01-31,103520
2013-02-28,92344
2013-03-31,106808
2013-04-30,104253
2013-05-31,101157
2013-06-30,97046
2013-07-31,123755
2013-08-31,108301
2013-09-30,98501
2013-10-31,113105
2013-11-30,107327
2013-12-31,126006
2014-01-31,109891
2014-02-28,100508
2014-03-31,105201
2014-04-30,109368
2014-05-31,104914
2014-06-30,101400
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,111162
2015-02-28,97039
2015-03-31,111937
2015-04-30,110232
2015-05-31,101831
2015-06-30,108968
2015-07-31,122267
