SalesDate,Sales
2013-01-31,151531
2013-02-28,139806
2013-03-31,166299
2013-04-30,152662
2013-05-31,150236
2013-06-30,145610
2013-07-31,170047
2013-08-31,157853
2013-09-30,141335
2013-10-31,148398
2013-11-30,154356
2013-12-31,203579
2014-01-31,148634
2014-02-28,142685
2014-03-31,151456
2014-04-30,156023
2014-05-31,152807
2014-06-30,148203
2014-07-31,161407
2014-08-31,155831
2014-09-30,157613
2014-10-31,155456
2014-11-30,166610
2014-12-31,206205
2015-01-31,156196
2015-02-28,134210
2015-03-31,162862
2015-04-30,152063
2015-05-31,146859
2015-06-30,163411
2015-07-31,154902
