SalesDate,Sales
2013-01-31,211219
2013-02-28,202248
2013-03-31,232534
2013-04-30,209419
2013-05-31,218701
2013-06-30,211512
2013-07-31,254007
2013-08-31,226666
2013-09-30,210476
2013-10-31,214194
2013-11-30,228368
2013-12-31,276548
2014-01-31,225026
2014-02-28,205877
2014-03-31,224008
2014-04-30,222602
2014-05-31,232202
2014-06-30,223686
2014-07-31,249409
2014-08-31,218155
2014-09-30,226886
2014-10-31,223234
2014-11-30,239755
2014-12-31,278409
2015-01-31,235469
2015-02-28,214897
2015-03-31,234737
2015-04-30,224161
2015-05-31,211418
2015-06-30,237000
2015-07-31,235772
