SalesDate,Sales
2013-01-31,115683
2013-02-28,110395
2013-03-31,135213
2013-04-30,119728
2013-05-31,122600
2013-06-30,113378
2013-07-31,137086
2013-08-31,132719
2013-09-30,116462
2013-10-31,121803
2013-11-30,137881
2013-12-31,162081
2014-01-31,126348
2014-02-28,120790
2014-03-31,131914
2014-04-30,136095
2014-05-31,129858
2014-06-30,128189
2014-07-31,137310
2014-08-31,119376
2014-09-30,130952
2014-10-31,128546
2014-11-30,144061
2014-12-31,163018
2015-01-31,134580
2015-02-28,117213
2015-03-31,139411
2015-04-30,137985
2015-05-31,124362
2015-06-30,139668
2015-07-31,141253
