SalesDate,Sales
2013-01-31,298529
2013-02-28,284072
2013-03-31,325451
2013-04-30,303354
2013-05-31,310206
2013-06-30,304916
2013-07-31,348326
2013-08-31,354939
2013-09-30,291199
2013-10-31,305166
2013-11-30,336295
2013-12-31,383806
2014-01-31,321554
2014-02-28,299869
2014-03-31,317486
2014-04-30,329065
2014-05-31,328351
2014-06-30,324671
2014-07-31,342341
2014-08-31,338589
2014-09-30,335727
2014-10-31,320469
2014-11-30,348049
2014-12-31,398654
2015-01-31,337995
2015-02-28,294652
2015-03-31,337811
2015-04-30,335071
2015-05-31,313072
2015-06-30,348428
2015-07-31,367488
