SalesDate,Sales
2013-01-31,114529
2013-02-28,108439
2013-03-31,128685
2013-04-30,117545
2013-05-31,116755
2013-06-30,109117
2013-07-31,130308
2013-08-31,127914
2013-09-30,115539
2013-10-31,119266
2013-11-30,127580
2013-12-31,152151
2014-01-31,118772
2014-02-28,113872
2014-03-31,122225
2014-04-30,122025
2014-05-31,120439
2014-06-30,121823
2014-07-31,130035
2014-08-31,123094
2014-09-30,130775
2014-10-31,122410
2014-11-30,136201
2014-12-31,157890
2015-01-31,124232
2015-02-28,113495
2015-03-31,133665
2015-04-30,125118
2015-05-31,114063
2015-06-30,134119
2015-07-31,127690
