SalesDate,Sales
2013-01-31,182344
2013-02-28,181677
2013-03-31,211234
2013-04-30,188632
2013-05-31,198010
2013-06-30,199359
2013-07-31,224534
2013-08-31,210371
2013-09-30,188575
2013-10-31,194265
2013-11-30,214056
2013-12-31,254159
2014-01-31,195814
2014-02-28,189494
2014-03-31,201468
2014-04-30,207278
2014-05-31,208057
2014-06-30,208429
2014-07-31,224751
2014-08-31,200965
2014-09-30,202629
2014-10-31,211729
2014-11-30,225530
2014-12-31,263237
2015-01-31,219097
2015-02-28,192715
2015-03-31,226098
2015-04-30,217587
2015-05-31,211638
2015-06-30,230666
2015-07-31,239487
