SalesDate,Sales
2013-01-31,114865
2013-02-28,108411
2013-03-31,138848
2013-04-30,128574
2013-05-31,129789
2013-06-30,138379
2013-07-31,158355
2013-08-31,138119
2013-09-30,138223
2013-10-31,149100
2013-11-30,146260
2013-12-31,174503
2014-01-31,148260
2014-02-28,144612
2014-03-31,163424
2014-04-30,165919
2014-05-31,172114
2014-06-30,163129
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,178805
2015-02-28,159140
2015-03-31,193179
2015-04-30,185774
2015-05-31,175121
2015-06-30,192024
2015-07-31,203258
