SalesDate,Sales
2013-01-31,229871
2013-02-28,214088
2013-03-31,253687
2013-04-30,235171
2013-05-31,232631
2013-06-30,234353
2013-07-31,251409
2013-08-31,232405
2013-09-30,213353
2013-10-31,225194
2013-11-30,235691
2013-12-31,260435
2014-01-31,223915
2014-02-28,211179
2014-03-31,238779
2014-04-30,232214
2014-05-31,231231
2014-06-30,213489
2014-07-31,236058
2014-08-31,209171
2014-09-30,212335
2014-10-31,218224
2014-11-30,229027
2014-12-31,246070
2015-01-31,215210
2015-02-28,196656
2015-03-31,231070
2015-04-30,218656
2015-05-31,216155
2015-06-30,224126
2015-07-31,232492
