SalesDate,Sales
2013-01-31,136470
2013-02-28,129092
2013-03-31,158619
2013-04-30,139556
2013-05-31,139510
2013-06-30,142032
2013-07-31,149403
2013-08-31,149644
2013-09-30,134129
2013-10-31,136900
2013-11-30,149264
2013-12-31,178284
2014-01-31,146149
2014-02-28,139119
2014-03-31,149986
2014-04-30,151056
2014-05-31,155030
2014-06-30,152355
2014-07-31,160708
2014-08-31,153047
2014-09-30,154058
2014-10-31,150106
2014-11-30,158330
2014-12-31,187895
2015-01-31,164241
2015-02-28,141744
2015-03-31,169448
2015-04-30,156962
2015-05-31,151701
2015-06-30,173316
2015-07-31,173429
