SalesDate,Sales
2013-01-31,104817
2013-02-28,102331
2013-03-31,119433
2013-04-30,107609
2013-05-31,111392
2013-06-30,107091
2013-07-31,123251
2013-08-31,119919
2013-09-30,105800
2013-10-31,107228
2013-11-30,122696
2013-12-31,142229
2014-01-31,111362
2014-02-28,111441
2014-03-31,115956
2014-04-30,117265
2014-05-31,119145
2014-06-30,109953
2014-07-31,122742
2014-08-31,116662
2014-09-30,115321
2014-10-31,115484
2014-11-30,133899
2014-12-31,152453
2015-01-31,125280
2015-02-28,113893
2015-03-31,128840
2015-04-30,125416
2015-05-31,123614
2015-06-30,129987
2015-07-31,135445
