SalesDate,Sales
2013-01-31,88129
2013-02-28,84855
2013-03-31,93097
2013-04-30,92548
2013-05-31,98418
2013-06-30,97416
2013-07-31,106072
2013-08-31,111880
2013-09-30,94724
2013-10-31,103533
2013-11-30,109369
2013-12-31,108433
2014-01-31,100971
2014-02-28,98814
2014-03-31,105496
2014-04-30,111199
2014-05-31,116785
2014-06-30,115381
2014-07-31,127233
2014-08-31,129073
2014-09-30,122553
2014-10-31,125915
2014-11-30,126871
2014-12-31,137652
2015-01-31,122030
2015-02-28,114964
2015-03-31,125226
2015-04-30,127520
2015-05-31,122742
2015-06-30,142293
2015-07-31,151923
