SalesDate,Sales
2013-01-31,180044
2013-02-28,163233
2013-03-31,200134
2013-04-30,175208
2013-05-31,180152
2013-06-30,167215
2013-07-31,204369
2013-08-31,185770
2013-09-30,174725
2013-10-31,180509
2013-11-30,194598
2013-12-31,250210
2014-01-31,190401
2014-02-28,185539
2014-03-31,201232
2014-04-30,192119
2014-05-31,187908
2014-06-30,196067
2014-07-31,206752
2014-08-31,182706
2014-09-30,205935
2014-10-31,190838
2014-11-30,212268
2014-12-31,259155
2015-01-31,214096
2015-02-28,197352
2015-03-31,240182
2015-04-30,191049
2015-05-31,180414
2015-06-30,219222
2015-07-31,207117
