SalesDate,Sales
2013-01-31,101058
2013-02-28,92301
2013-03-31,116307
2013-04-30,103284
2013-05-31,103851
2013-06-30,103051
2013-07-31,112582
2013-08-31,110964
2013-09-30,100479
2013-10-31,109221
2013-11-30,109121
2013-12-31,139274
2014-01-31,113253
2014-02-28,106038
2014-03-31,116695
2014-04-30,115321
2014-05-31,115833
2014-06-30,114572
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,124341
2015-02-28,107258
2015-03-31,125000
2015-04-30,120122
2015-05-31,117390
2015-06-30,128388
2015-07-31,122314
