SalesDate,Sales
2013-01-31,164396
2013-02-28,148984
2013-03-31,171707
2013-04-30,164390
2013-05-31,166807
2013-06-30,167297
2013-07-31,177859
2013-08-31,175011
2013-09-30,157476
2013-10-31,171115
2013-11-30,172095
2013-12-31,165957
2014-01-31,163563
2014-02-28,152930
2014-03-31,169679
2014-04-30,166385
2014-05-31,168524
2014-06-30,163804
2014-07-31,178091
2014-08-31,165828
2014-09-30,164543
2014-10-31,189875
2014-11-30,165437
2014-12-31,166483
2015-01-31,162290
2015-02-28,151062
2015-03-31,166478
2015-04-30,157448
2015-05-31,151133
2015-06-30,165783
2015-07-31,170608
