SalesDate,Sales
2013-01-31,279889
2013-02-28,257627
2013-03-31,290979
2013-04-30,267658
2013-05-31,281992
2013-06-30,274030
2013-07-31,310852
2013-08-31,303317
2013-09-30,277736
2013-10-31,284072
2013-11-30,301456
2013-12-31,350231
2014-01-31,293998
2014-02-28,272390
2014-03-31,292281
2014-04-30,291527
2014-05-31,308296
2014-06-30,290377
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,316712
2015-02-28,276145
2015-03-31,302162
2015-04-30,280192
2015-05-31,268645
2015-06-30,294727
2015-07-31,333587
