SalesDate,Sales
2013-01-31,196028
2013-02-28,191648
2013-03-31,206874
2013-04-30,192825
2013-05-31,182736
2013-06-30,182281
2013-07-31,201113
2013-08-31,171134
2013-09-30,158394
2013-10-31,173553
2013-11-30,176077
2013-12-31,197227
2014-01-31,173654
2014-02-28,161333
2014-03-31,176804
2014-04-30,177652
2014-05-31,169794
2014-06-30,159158
2014-07-31,176973
2014-08-31,163809
2014-09-30,164919
2014-10-31,171235
2014-11-30,178797
2014-12-31,196436
2015-01-31,170832
2015-02-28,153451
2015-03-31,185509
2015-04-30,173320
2015-05-31,163430
2015-06-30,176238
2015-07-31,173612
