SalesDate,Sales
2013-01-31,107242
2013-02-28,105750
2013-03-31,124784
2013-04-30,114424
2013-05-31,113537
2013-06-30,118739
2013-07-31,130345
2013-08-31,120760
2013-09-30,110134
2013-10-31,117546
2013-11-30,121659
2013-12-31,137043
2014-01-31,122004
2014-02-28,117556
2014-03-31,134744
2014-04-30,134598
2014-05-31,138016
2014-06-30,133102
2014-07-31,143792
2014-08-31,130252
2014-09-30,136438
2014-10-31,137989
2014-11-30,144521
2014-12-31,156334
2015-01-31,136893
2015-02-28,126393
2015-03-31,141743
2015-04-30,138434
2015-05-31,137048
2015-06-30,142835
2015-07-31,151341
