SalesDate,Sales
2013-01-31,165720
2013-02-28,159612
2013-03-31,188002
2013-04-30,162372
2013-05-31,164254
2013-06-30,175995
2013-07-31,197691
2013-08-31,180182
2013-09-30,157760
2013-10-31,168054
2013-11-30,174846
2013-12-31,211865
2014-01-31,165369
2014-02-28,156005
2014-03-31,167202
2014-04-30,170830
2014-05-31,167549
2014-06-30,161755
2014-07-31,179942
2014-08-31,164854
2014-09-30,165123
2014-10-31,164526
2014-11-30,186163
2014-12-31,221288
2015-01-31,180070
2015-02-28,154942
2015-03-31,176625
2015-04-30,173672
2015-05-31,161966
2015-06-30,171111
2015-07-31,185555
