SalesDate,Sales
2013-01-31,171994
2013-02-28,139354
2013-03-31,145982
2013-04-30,136174
2013-05-31,137818
2013-06-30,132636
2013-07-31,148520
2013-08-31,136050
2013-09-30,123773
2013-10-31,135736
2013-11-30,138227
2013-12-31,160085
2014-01-31,134049
2014-02-28,129474
2014-03-31,142188
2014-04-30,144120
2014-05-31,145745
2014-06-30,141509
2014-07-31,147388
2014-08-31,137514
2014-09-30,141006
2014-10-31,145894
2014-11-30,153222
2014-12-31,172548
2015-01-31,151865
2015-02-28,135145
2015-03-31,154731
2015-04-30,146009
2015-05-31,144501
2015-06-30,156426
2015-07-31,154837
