SalesDate,Sales
2013-01-31,152749
2013-02-28,142783
2013-03-31,170529
2013-04-30,152084
2013-05-31,148556
2013-06-30,143619
2013-07-31,159775
2013-08-31,157380
2013-09-30,142195
2013-10-31,149573
2013-11-30,158792
2013-12-31,190118
2014-01-31,154188
2014-02-28,145103
2014-03-31,157431
2014-04-30,157893
2014-05-31,155177
2014-06-30,150294
2014-07-31,158992
2014-08-31,153034
2014-09-30,155998
2014-10-31,157574
2014-11-30,169523
2014-12-31,198610
2015-01-31,166470
2015-02-28,144859
2015-03-31,169539
2015-04-30,156229
2015-05-31,151413
2015-06-30,164598
2015-07-31,164752
