SalesDate,Sales
2013-01-31,186015
2013-02-28,179757
2013-03-31,206552
2013-04-30,183926
2013-05-31,182732
2013-06-30,174272
2013-07-31,210111
2013-08-31,201465
2013-09-30,174150
2013-10-31,181559
2013-11-30,187728
2013-12-31,235664
2014-01-31,199893
2014-02-28,194033
2014-03-31,207612
2014-04-30,209711
2014-05-31,206797
2014-06-30,198453
2014-07-31,213841
2014-08-31,201569
2014-09-30,200708
2014-10-31,202594
2014-11-30,211167
2014-12-31,240603
2015-01-31,218042
2015-02-28,189290
2015-03-31,216340
2015-04-30,211263
2015-05-31,194143
2015-06-30,212385
2015-07-31,211063
