SalesDate,Sales
2013-01-31,141544
2013-02-28,132702
2013-03-31,154406
2013-04-30,137372
2013-05-31,140034
2013-06-30,138961
2013-07-31,156399
2013-08-31,161527
2013-09-30,131071
2013-10-31,136805
2013-11-30,157465
2013-12-31,181394
2014-01-31,149564
2014-02-28,136945
2014-03-31,150231
2014-04-30,150043
2014-05-31,146296
2014-06-30,145537
2014-07-31,165555
2014-08-31,156563
2014-09-30,151504
2014-10-31,150356
2014-11-30,161699
2014-12-31,196894
2015-01-31,159548
2015-02-28,139995
2015-03-31,163182
2015-04-30,158158
2015-05-31,141332
2015-06-30,163103
2015-07-31,174653
