SalesDate,Sales
2013-01-31,120699
2013-02-28,111072
2013-03-31,130427
2013-04-30,116827
2013-05-31,119082
2013-06-30,113234
2013-07-31,135226
2013-08-31,128529
2013-09-30,115307
2013-10-31,116473
2013-11-30,123352
2013-12-31,159259
2014-01-31,121026
2014-02-28,114802
2014-03-31,124604
2014-04-30,126025
2014-05-31,116848
2014-06-30,124813
2014-07-31,136001
2014-08-31,121008
2014-09-30,131239
2014-10-31,120300
2014-11-30,132548
2014-12-31,164591
2015-01-31,131190
2015-02-28,116529
2015-03-31,136478
2015-04-30,125901
2015-05-31,114566
2015-06-30,139487
2015-07-31,139114
