SalesDate,Sales
2013-01-31,170304
2013-02-28,166856
2013-03-31,202273
2013-04-30,175830
2013-05-31,177716
2013-06-30,176193
2013-07-31,196579
2013-08-31,180829
2013-09-30,180174
2013-10-31,181957
2013-11-30,182193
2013-12-31,218306
2014-01-31,181495
2014-02-28,174841
2014-03-31,198157
2014-04-30,191233
2014-05-31,198698
2014-06-30,195861
2014-07-31,204902
2014-08-31,205882
2014-09-30,207264
2014-10-31,199160
2014-11-30,207765
2014-12-31,236974
2015-01-31,206924
2015-02-28,186085
2015-03-31,223498
2015-04-30,202511
2015-05-31,195985
2015-06-30,227121
2015-07-31,204701
