SalesDate,Sales
2013-01-31,138373
2013-02-28,130617
2013-03-31,161714
2013-04-30,137592
2013-05-31,157891
2013-06-30,157167
2013-07-31,149007
2013-08-31,146388
2013-09-30,141191
2013-10-31,137298
2013-11-30,152444
2013-12-31,186744
2014-01-31,149682
2014-02-28,136987
2014-03-31,151706
2014-04-30,145765
2014-05-31,141480
2014-06-30,145416
2014-07-31,151337
2014-08-31,138512
2014-09-30,152097
2014-10-31,143265
2014-11-30,161438
2014-12-31,188705
2015-01-31,156979
2015-02-28,137865
2015-03-31,162463
2015-04-30,148408
2015-05-31,141490
2015-06-30,158246
2015-07-31,150913
