SalesDate,Sales
2013-01-31,171857
2013-02-28,167507
2013-03-31,199477
2013-04-30,171592
2013-05-31,177509
2013-06-30,176346
2013-07-31,199722
2013-08-31,218190
2013-09-30,172926
2013-10-31,177725
2013-11-30,205788
2013-12-31,243865
2014-01-31,191261
2014-02-28,180313
2014-03-31,189586
2014-04-30,193665
2014-05-31,193076
2014-06-30,191516
2014-07-31,212852
2014-08-31,209678
2014-09-30,198840
2014-10-31,194357
2014-11-30,214303
2014-12-31,259917
2015-01-31,204566
2015-02-28,180676
2015-03-31,204730
2015-04-30,199967
2015-05-31,192282
2015-06-30,213924
2015-07-31,225833
