SalesDate,Sales
2013-01-31,181742
2013-02-28,173205
2013-03-31,200247
2013-04-30,188827
2013-05-31,183738
2013-06-30,179291
2013-07-31,211740
2013-08-31,183868
2013-09-30,177397
2013-10-31,188509
2013-11-30,196953
2013-12-31,215991
2014-01-31,187272
2014-02-28,178162
2014-03-31,189127
2014-04-30,188022
2014-05-31,189872
2014-06-30,179876
2014-07-31,195062
2014-08-31,183398
2014-09-30,184585
2014-10-31,192115
2014-11-30,206785
2014-12-31,223525
2015-01-31,198006
2015-02-28,178629
2015-03-31,206244
2015-04-30,194268
2015-05-31,187025
2015-06-30,196752
2015-07-31,192526
