SalesDate,Sales
2013-01-31,126647
2013-02-28,121909
2013-03-31,143979
2013-04-30,127600
2013-05-31,131260
2013-06-30,129224
2013-07-31,137401
2013-08-31,149641
2013-09-30,126083
2013-10-31,131518
2013-11-30,152218
2013-12-31,164365
2014-01-31,132313
2014-02-28,125219
2014-03-31,135772
2014-04-30,137852
2014-05-31,137931
2014-06-30,134985
2014-07-31,144908
2014-08-31,144315
2014-09-30,143673
2014-10-31,143027
2014-11-30,161913
2014-12-31,176030
2015-01-31,141403
2015-02-28,129238
2015-03-31,152889
2015-04-30,138725
2015-05-31,129613
2015-06-30,141056
2015-07-31,149431
