SalesDate,Sales
2013-01-31,169122
2013-02-28,161603
2013-03-31,192406
2013-04-30,166344
2013-05-31,168950
2013-06-30,161723
2013-07-31,194614
2013-08-31,185175
2013-09-30,169669
2013-10-31,175529
2013-11-30,191482
2013-12-31,246941
2014-01-31,176894
2014-02-28,163924
2014-03-31,175494
2014-04-30,185065
2014-05-31,172965
2014-06-30,174357
2014-07-31,189016
2014-08-31,174276
2014-09-30,181173
2014-10-31,179981
2014-11-30,195960
2014-12-31,250802
2015-01-31,187670
2015-02-28,169469
2015-03-31,199108
2015-04-30,185220
2015-05-31,175914
2015-06-30,195998
2015-07-31,201710
