SalesDate,Sales
2013-01-31,84472
2013-02-28,84029
2013-03-31,96803
2013-04-30,86831
2013-05-31,87277
2013-06-30,86139
2013-07-31,96724
2013-08-31,108246
2013-09-30,85305
2013-10-31,88003
2013-11-30,100479
2013-12-31,116716
2014-01-31,94244
2014-02-28,87518
2014-03-31,91209
2014-04-30,93634
2014-05-31,88005
2014-06-30,86996
2014-07-31,94551
2014-08-31,95356
2014-09-30,90203
2014-10-31,84646
2014-11-30,98227
2014-12-31,115523
2015-01-31,93120
2015-02-28,84760
2015-03-31,95960
2015-04-30,89171
2015-05-31,86950
2015-06-30,97091
2015-07-31,101886
