SalesDate,Sales
2013-01-31,186459
2013-02-28,170496
2013-03-31,198015
2013-04-30,173853
2013-05-31,197914
2013-06-30,183334
2013-07-31,216160
2013-08-31,215020
2013-09-30,193375
2013-10-31,194717
2013-11-30,199221
2013-12-31,280812
2014-01-31,188825
2014-02-28,176774
2014-03-31,183137
2014-04-30,190102
2014-05-31,193282
2014-06-30,185585
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,186606
2015-02-28,166711
2015-03-31,182866
2015-04-30,181304
2015-05-31,180035
2015-06-30,193077
2015-07-31,206199
