SalesDate,Sales
2013-01-31,119436
2013-02-28,118684
2013-03-31,142581
2013-04-30,124940
2013-05-31,128377
2013-06-30,124838
2013-07-31,148682
2013-08-31,145738
2013-09-30,117118
2013-10-31,126369
2013-11-30,148490
2013-12-31,175947
2014-01-31,138910
2014-02-28,133243
2014-03-31,148353
2014-04-30,144785
2014-05-31,152052
2014-06-30,143848
2014-07-31,170822
2014-08-31,159339
2014-09-30,161908
2014-10-31,157157
2014-11-30,177770
2014-12-31,210096
2015-01-31,171465
2015-02-28,153468
2015-03-31,182051
2015-04-30,170471
2015-05-31,160314
2015-06-30,174270
2015-07-31,185366
