SalesDate,Sales
2013-01-31,181121
2013-02-28,167104
2013-03-31,189358
2013-04-30,190566
2013-05-31,180513
2013-06-30,185591
2013-07-31,210805
2013-08-31,158690
2013-09-30,158451
2013-10-31,171062
2013-11-30,158035
2013-12-31,176216
2014-01-31,149463
2014-02-28,150356
2014-03-31,164018
2014-04-30,162404
2014-05-31,160761
2014-06-30,154958
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,159735
2015-02-28,149773
2015-03-31,175935
2015-04-30,174154
2015-05-31,162528
2015-06-30,176263
2015-07-31,185959
