SalesDate,Sales
2013-01-31,107952
2013-02-28,95821
2013-03-31,119983
2013-04-30,117304
2013-05-31,112502
2013-06-30,119401
2013-07-31,149129
2013-08-31,137673
2013-09-30,126686
2013-10-31,122987
2013-11-30,125633
2013-12-31,148610
2014-01-31,117170
2014-02-28,116985
2014-03-31,126777
2014-04-30,133577
2014-05-31,138443
2014-06-30,134123
2014-07-31,147101
2014-08-31,146896
2014-09-30,140435
2014-10-31,133822
2014-11-30,134713
2014-12-31,158691
2015-01-31,130574
2015-02-28,119264
2015-03-31,141816
2015-04-30,139450
2015-05-31,139628
2015-06-30,154379
2015-07-31,169255
