SalesDate,Sales
2013-01-31,89004
2013-02-28,81396
2013-03-31,99349
2013-04-30,86862
2013-05-31,89496
2013-06-30,85659
2013-07-31,100258
2013-08-31,93004
2013-09-30,86732
2013-10-31,87079
2013-11-30,92640
2013-12-31,122612
2014-01-31,91392
2014-02-28,85386
2014-03-31,97832
2014-04-30,94781
2014-05-31,94289
2014-06-30,97794
2014-07-31,103875
2014-08-31,92953
2014-09-30,101344
2014-10-31,95190
2014-11-30,101916
2014-12-31,123068
2015-01-31,98575
2015-02-28,87176
2015-03-31,104050
2015-04-30,94951
2015-05-31,90100
2015-06-30,104649
2015-07-31,103528
