SalesDate,Sales
2013-01-31,85812
2013-02-28,108536
2013-03-31,114491
2013-04-30,106121
2013-05-31,102797
2013-06-30,100736
2013-07-31,124258
2013-08-31,113930
2013-09-30,97589
2013-10-31,112736
2013-11-30,122140
2013-12-31,142217
2014-01-31,119884
2014-02-28,114005
2014-03-31,125245
2014-04-30,126869
2014-05-31,125161
2014-06-30,118104
2014-07-31,137452
2014-08-31,124460
2014-09-30,131622
2014-10-31,131241
2014-11-30,145541
2014-12-31,166406
2015-01-31,150801
2015-02-28,126814
2015-03-31,152099
2015-04-30,146295
2015-05-31,136254
2015-06-30,148522
2015-07-31,162126
