SalesDate,Sales
2013-01-31,73411
2013-02-28,64286
2013-03-31,81537
2013-04-30,71702
2013-05-31,69486
2013-06-30,63767
2013-07-31,84643
2013-08-31,72429
2013-09-30,68240
2013-10-31,67307
2013-11-30,72860
2013-12-31,100420
2014-01-31,69755
2014-02-28,66529
2014-03-31,71806
2014-04-30,69983
2014-05-31,67345
2014-06-30,72603
2014-07-31,77454
2014-08-31,69115
2014-09-30,76138
2014-10-31,69565
2014-11-30,79946
2014-12-31,93469
2015-01-31,72667
2015-02-28,59701
2015-03-31,74729
2015-04-30,69906
2015-05-31,63745
2015-06-30,77542
2015-07-31,76187
