SalesDate,Sales
2013-01-31,196814
2013-02-28,173262
2013-03-31,219742
2013-04-30,209307
2013-05-31,239085
2013-06-30,249114
2013-07-31,316585
2013-08-31,287573
2013-09-30,227514
2013-10-31,218292
2013-11-30,200225
2013-12-31,237360
2014-01-31,198637
2014-02-28,181574
2014-03-31,211206
2014-04-30,235730
2014-05-31,242208
2014-06-30,257256
2014-07-31,303656
2014-08-31,298788
2014-09-30,243353
2014-10-31,232565
2014-11-30,206910
2014-12-31,246135
2015-01-31,205931
2015-02-28,181099
2015-03-31,226473
2015-04-30,242323
2015-05-31,254493
2015-06-30,275018
2015-07-31,337889
