SalesDate,Sales
2013-01-31,184478
2013-02-28,178250
2013-03-31,208405
2013-04-30,174682
2013-05-31,188477
2013-06-30,182614
2013-07-31,215595
2013-08-31,205751
2013-09-30,177671
2013-10-31,183542
2013-11-30,212289
2013-12-31,259836
2014-01-31,189054
2014-02-28,180243
2014-03-31,190003
2014-04-30,201564
2014-05-31,199613
2014-06-30,195970
2014-07-31,216427
2014-08-31,191354
2014-09-30,201565
2014-10-31,201817
2014-11-30,215266
2014-12-31,273201
2015-01-31,206922
2015-02-28,179076
2015-03-31,208331
2015-04-30,205506
2015-05-31,180151
2015-06-30,205877
2015-07-31,215431
