SalesDate,Sales
2013-01-31,141088
2013-02-28,137755
2013-03-31,165276
2013-04-30,144350
2013-05-31,145586
2013-06-30,141143
2013-07-31,162720
2013-08-31,173011
2013-09-30,144030
2013-10-31,142451
2013-11-30,165939
2013-12-31,192132
2014-01-31,153801
2014-02-28,144557
2014-03-31,147832
2014-04-30,152665
2014-05-31,151643
2014-06-30,143674
2014-07-31,159907
2014-08-31,161698
2014-09-30,147188
2014-10-31,148147
2014-11-30,162775
2014-12-31,195967
2015-01-31,158855
2015-02-28,141454
2015-03-31,159920
2015-04-30,154537
2015-05-31,149334
2015-06-30,153825
2015-07-31,166949
