SalesDate,Sales
2013-01-31,279981
2013-02-28,256058
2013-03-31,302119
2013-04-30,334527
2013-05-31,314546
2013-06-30,265370
2013-07-31,308440
2013-08-31,272573
2013-09-30,257732
2013-10-31,274544
2013-11-30,283487
2013-12-31,316610
2014-01-31,118915
2014-02-28,185649
2014-03-31,256267
2014-04-30,262410
2014-05-31,270605
2014-06-30,257372
2014-07-31,279797
2014-08-31,259683
2014-09-30,262123
2014-10-31,272661
2014-11-30,271295
2014-12-31,307666
2015-01-31,280376
2015-02-28,246316
2015-03-31,286060
2015-04-30,270901
2015-05-31,265038
2015-06-30,280229
2015-07-31,277207
