SalesDate,Sales
2013-01-31,366842
2013-02-28,350465
2013-03-31,419250
2013-04-30,361439
2013-05-31,366626
2013-06-30,352845
2013-07-31,385126
2013-08-31,386655
2013-09-30,337893
2013-10-31,357898
2013-11-30,394483
2013-12-31,474812
2014-01-31,358500
2014-02-28,342195
2014-03-31,366023
2014-04-30,371655
2014-05-31,367528
2014-06-30,347878
2014-07-31,378471
2014-08-31,366517
2014-09-30,354763
2014-10-31,360424
2014-11-30,381454
2014-12-31,477816
2015-01-31,399845
2015-02-28,364441
2015-03-31,417755
2015-04-30,396794
2015-05-31,382064
2015-06-30,395795
2015-07-31,390730
