SalesDate,Sales
2013-01-31,205979
2013-02-28,197078
2013-03-31,221786
2013-04-30,214510
2013-05-31,218119
2013-06-30,212026
2013-07-31,221046
2013-08-31,211605
2013-09-30,197249
2013-10-31,205354
2013-11-30,209505
2013-12-31,232355
2014-01-31,199062
2014-02-28,193521
2014-03-31,211646
2014-04-30,212748
2014-05-31,208528
2014-06-30,204250
2014-07-31,223844
2014-08-31,197466
2014-09-30,204345
2014-10-31,204049
2014-11-30,205544
2014-12-31,217400
2015-01-31,201132
2015-02-28,180127
2015-03-31,210575
2015-04-30,206897
2015-05-31,189615
2015-06-30,213278
2015-07-31,223863
