SalesDate,Sales
2013-01-31,300488
2013-02-28,270517
2013-03-31,310202
2013-04-30,291847
2013-05-31,288518
2013-06-30,290100
2013-07-31,336861
2013-08-31,307282
2013-09-30,283873
2013-10-31,304834
2013-11-30,308291
2013-12-31,355308
2014-01-31,297180
2014-02-28,287403
2014-03-31,309997
2014-04-30,306015
2014-05-31,315952
2014-06-30,294085
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,286030
2015-02-28,261807
2015-03-31,312705
2015-04-30,285087
2015-05-31,282291
2015-06-30,310132
2015-07-31,320594
