SalesDate,Sales
2013-01-31,207154
2013-02-28,195264
2013-03-31,236838
2013-04-30,207612
2013-05-31,206554
2013-06-30,204083
2013-07-31,245259
2013-08-31,245525
2013-09-30,203774
2013-10-31,223604
2013-11-30,234486
2013-12-31,279420
2014-01-31,224178
2014-02-28,213297
2014-03-31,230834
2014-04-30,241274
2014-05-31,237529
2014-06-30,225216
2014-07-31,248039
2014-08-31,228204
2014-09-30,235414
2014-10-31,238160
2014-11-30,249539
2014-12-31,323769
2015-01-31,280243
2015-02-28,242122
2015-03-31,288554
2015-04-30,275225
2015-05-31,259580
2015-06-30,278240
2015-07-31,296557
