SalesDate,Sales
2013-01-31,177144
2013-02-28,159330
2013-03-31,182771
2013-04-30,185919
2013-05-31,176905
2013-06-30,178265
2013-07-31,207978
2013-08-31,197825
2013-09-30,180824
2013-10-31,200478
2013-11-30,195272
2013-12-31,205660
2014-01-31,184281
2014-02-28,181097
2014-03-31,194881
2014-04-30,178176
2014-05-31,191973
2014-06-30,183898
2014-07-31,0
2014-08-31,0
2014-09-30,0
2014-10-31,0
2014-11-30,0
2014-12-31,0
2015-01-31,192249
2015-02-28,180365
2015-03-31,217848
2015-04-30,204421
2015-05-31,197368
2015-06-30,214656
2015-07-31,231959
