SalesDate,Sales
2013-01-31,145979
2013-02-28,144828
2013-03-31,172354
2013-04-30,151795
2013-05-31,158750
2013-06-30,153185
2013-07-31,192098
2013-08-31,174826
2013-09-30,159172
2013-10-31,163574
2013-11-30,169915
2013-12-31,200585
2014-01-31,171328
2014-02-28,161464
2014-03-31,174722
2014-04-30,170385
2014-05-31,175420
2014-06-30,175988
2014-07-31,187848
2014-08-31,181842
2014-09-30,178426
2014-10-31,175068
2014-11-30,189526
2014-12-31,220676
2015-01-31,191760
2015-02-28,172557
2015-03-31,197432
2015-04-30,192388
2015-05-31,184454
2015-06-30,206394
2015-07-31,204727
