SalesDate,Sales
2013-01-31,152612
2013-02-28,146734
2013-03-31,167646
2013-04-30,149042
2013-05-31,149664
2013-06-30,152360
2013-07-31,173225
2013-08-31,151168
2013-09-30,153745
2013-10-31,156265
2013-11-30,160392
2013-12-31,192506
2014-01-31,164002
2014-02-28,158990
2014-03-31,179778
2014-04-30,174837
2014-05-31,178769
2014-06-30,173123
2014-07-31,183324
2014-08-31,177982
2014-09-30,180161
2014-10-31,184328
2014-11-30,184879
2014-12-31,212971
2015-01-31,190216
2015-02-28,175888
2015-03-31,205752
2015-04-30,187305
2015-05-31,185222
2015-06-30,203653
2015-07-31,188625
