SalesDate,Sales
2013-01-31,106267
2013-02-28,103654
2013-03-31,118981
2013-04-30,109630
2013-05-31,116932
2013-06-30,112975
2013-07-31,123932
2013-08-31,120143
2013-09-30,107079
2013-10-31,113692
2013-11-30,116669
2013-12-31,135980
2014-01-31,109578
2014-02-28,106974
2014-03-31,115965
2014-04-30,118044
2014-05-31,119366
2014-06-30,120284
2014-07-31,126567
2014-08-31,114164
2014-09-30,120388
2014-10-31,114208
2014-11-30,120543
2014-12-31,142184
2015-01-31,117602
2015-02-28,111492
2015-03-31,126432
2015-04-30,127490
2015-05-31,122444
2015-06-30,130062
2015-07-31,135775
