SalesDate,Sales
2013-01-31,115640
2013-02-28,111824
2013-03-31,129211
2013-04-30,114593
2013-05-31,112218
2013-06-30,112787
2013-07-31,147393
2013-08-31,133660
2013-09-30,119778
2013-10-31,133420
2013-11-30,135358
2013-12-31,173760
2014-01-31,140168
2014-02-28,130917
2014-03-31,141309
2014-04-30,138539
2014-05-31,137426
2014-06-30,139022
2014-07-31,151846
2014-08-31,141115
2014-09-30,138357
2014-10-31,141791
2014-11-30,157914
2014-12-31,185671
2015-01-31,151954
2015-02-28,142463
2015-03-31,152402
2015-04-30,151484
2015-05-31,139546
2015-06-30,163178
2015-07-31,158090
