SalesDate,Sales
2013-01-31,1402
2013-02-28,136897
2013-03-31,123932
2013-04-30,116944
2013-05-31,116821
2013-06-30,114096
2013-07-31,127737
2013-08-31,131699
2013-09-30,116535
2013-10-31,121168
2013-11-30,120894
2013-12-31,139468
2014-01-31,114526
2014-02-28,115842
2014-03-31,122307
2014-04-30,125988
2014-05-31,131287
2014-06-30,118785
2014-07-31,133912
2014-08-31,166453
2014-09-30,153447
2014-10-31,130389
2014-11-30,130134
2014-12-31,147248
2015-01-31,124485
2015-02-28,118269
2015-03-31,134212
2015-04-30,132085
2015-05-31,129970
2015-06-30,136474
2015-07-31,147625
